article_title,article_summary,article_url,date_published
Justice Department Will Award $1.6 Billion to Reduce Violent Crime and Strengthen Communities,"Attorney General Merrick B. Garland today announced the Department of Justice will award $1.6 billion in grant awards to support a wide range of programs designed to reduce violent crime and strengthen communities. The grants, which are being distributed to communities and organizations throughout the nation, are administered by the department’s Office of Justice Programs (OJP).",https://www.justice.gov//opa/pr/justice-department-will-award-16-billion-reduce-violent-crime-and-strengthen-communities,2021-12-20
Justice Department Sues Ophthalmology Practice with 24 Facilities for Discriminating Against Individuals with Disabilities who Use Wheelchairs,"The Justice Department today filed a lawsuit against Barnet Dulaney Perkins Eye Center PC (BDP), an optometry and ophthalmology medical provider, for discriminating against patients who, because of their disabilities, need assistance in transferring from their wheelchairs to the surgical table for outpatient eye surgery.",https://www.justice.gov//opa/pr/justice-department-sues-ophthalmology-practice-24-facilities-discriminating-against,2021-12-20
Montana Federal Court Finds Tax Shelter Promoter Liable for Over $8 Million in Penalties for Timeshare Donation Scheme,"On Dec. 16, following a bench trial in May 2021, a federal court in the District of Montana ruled that James Tarpey, a Montana-based attorney, is liable for approximately $8,465,000 in penalties for promoting a tax shelter involving improper deductions for donating timeshares.",https://www.justice.gov//opa/pr/montana-federal-court-finds-tax-shelter-promoter-liable-over-8-million-penalties-timeshare,2021-12-20
Bowling Green Man Arrested on Multiple Terrorism Charges,"A federal court in Kentucky unsealed an indictment today charging a dual U.S.-Bosnian citizen with providing material support to the Islamic State of Iraq and al-Sham (ISIS), a designated foreign terrorist organization.",https://www.justice.gov//opa/pr/bowling-green-man-arrested-multiple-terrorism-charges,2021-12-20
Louisiana Federal Court Permanently Shuts Down Hammond Tax Preparer,A federal court in the Eastern District of Louisiana has permanently enjoined a Hammond tax return preparer from preparing federal income tax returns for others and from owning or operating any tax return business in the future.,https://www.justice.gov//opa/pr/louisiana-federal-court-permanently-shuts-down-hammond-tax-preparer,2021-12-20
Justice Department and CFPB Put Landlords and Mortgage Servicers on Notice About Servicemembers’ and Veterans’ Rights,The Department of Justice and Consumer Financial Protection Bureau (CFPB) issued two joint letters today regarding important legal housing protections for military families. One letter was sent to landlords and other housing providers regarding protections for military tenants.,https://www.justice.gov//opa/pr/justice-department-and-cfpb-put-landlords-and-mortgage-servicers-notice-about-servicemembers,2021-12-20
Government Contractor Indicted for Bribing Public Official,A federal grand jury in the Eastern District of Virginia returned an indictment charging a North Carolina man with engaging in a bribery and fraud scheme with a former contracting officer for the Broadcasting Board of Governors (BBG) (now known as the U.S. Agency for Global Media).,https://www.justice.gov//opa/pr/government-contractor-indicted-bribing-public-official,2021-12-20
Alcoa to Clean Up Remaining Surface Contamination at Former East St. Louis Aluminum Plant Under Federal Settlement,"Alcoa Corporation and Howmet Aerospace, successors to Alcoa Incorporated, and the City of East St. Louis, Illinois, will clean up hazardous waste disposal sites surrounding Alcoa’s former aluminum manufacturing plant in East St. Louis to resolve federal liability.",https://www.justice.gov//opa/pr/alcoa-clean-remaining-surface-contamination-former-east-st-louis-aluminum-plant-under-federal,2021-12-17
Antitrust Division Seeks Additional Public Comments on Bank Merger Competitive Analysis,"The Department of Justice’s Antitrust Division announced today that it is seeking additional public comments until Feb. 15, 2022, on whether and how the division should revise the 1995 Bank Merger Competitive Review Guidelines (Banking Guidelines). The division will use additional comments to ensure that the Banking Guidelines reflect current economic realities and empirical learning, ensure Americans have choices among financial institutions, and guard against the accumulation of market power. The division’s continued focus on the Banking Guidelines is part of an ongoing effort by the federal",https://www.justice.gov//opa/pr/antitrust-division-seeks-additional-public-comments-bank-merger-competitive-analysis,2021-12-17
Florida Return Preparer Convicted of Tax Fraud,A federal jury convicted a Florida man today for preparing false tax returns for his clients.,https://www.justice.gov//opa/pr/florida-return-preparer-convicted-tax-fraud,2021-12-17
Joint U.S.-EU statement following the U.S.-EU Justice and Home Affairs Ministerial,"Attorney General Merrick B. Garland hosted the U.S.-EU Justice and Home Affairs Ministerial at the Department of Justice on Dec. 16, 2021. Joined by Secretary of Homeland Security Alejandro Mayorkas, the Attorney General welcomed Commissioner for Justice and Consumer Affairs Didier Reynders, Commissioner for Home Affairs Ylva Johansson, and Slovenian Ministers for Justice Marjan Dikaučič and for Home Affairs Aleš Hojs representing the Presidency of the EU Council. Other senior EU officials who participated in person or remotely, included the Director of Europol, President of Eurojust and EU",https://www.justice.gov//opa/pr/joint-us-eu-statement-following-us-eu-justice-and-home-affairs-ministerial,2021-12-17
Statement from Associate Attorney General Vanita Gupta Regarding Settlement between U.S. Postal Service and NAACP,Associate Attorney General Vanita Gupta issued the following statement regarding the settlement reached between the U.S. Postal Service and the NAACP:,https://www.justice.gov//opa/pr/statement-associate-attorney-general-vanita-gupta-regarding-settlement-between-us-postal,2021-12-17
Four Executives Sentenced for SBA Fraud Scheme Spanning 13 Years,"Four Indianapolis-area small business lending executives, all of whom worked for Banc-Serv Partners LLC (Banc-Serv) — a defunct lending service provider — were sentenced this month in the Southern District of Indiana for a 13-year conspiracy to defraud the Small Business Administration (SBA) in connection with its programs to guarantee loans made to small businesses.",https://www.justice.gov//opa/pr/four-executives-sentenced-sba-fraud-scheme-spanning-13-years,2021-12-17
Team Telecom Recommends FCC Grant Google and Meta Licenses for Undersea Cable,"Today, the Department of Justice announced that Team Telecom entered into National Security Agreements with Google LLC and its subsidiary GU Holdings Inc., and Meta Platforms Inc. (formerly known as Facebook Inc.) and its subsidiary Edge Cable Holdings USA LLC to protect data on the Pacific Light Cable Network (PLCN) system, an undersea fiber optic cable system that will connect the United States, Taiwan and the Philippines.",https://www.justice.gov//opa/pr/team-telecom-recommends-fcc-grant-google-and-meta-licenses-undersea-cable,2021-12-17
Registered Sex Offender Sentenced To 50 Years in Prison for Producing and Using Facebook to Distribute Child Pornography,An Indiana man was sentenced today to 50 years in prison followed by 15 years of supervised release for using social media to produce child pornography.,https://www.justice.gov//opa/pr/registered-sex-offender-sentenced-50-years-prison-producing-and-using-facebook-distribute,2021-12-17
Medical Equipment Company Owners Sentenced to More Than 12 Years for $27 Million Fraud Scheme,A Texas woman and an Austrian national were sentenced yesterday to 151 months in prison for a $27 million Medicare kickback conspiracy.,https://www.justice.gov//opa/pr/medical-equipment-company-owners-sentenced-more-12-years-27-million-fraud-scheme,2021-12-16
